txt,rating,score_tag,agreement,subjectivity,confidence,irony,anger,joy,fear,sadness,surprise
n't make mistake ,1,N,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.623697996139526,0.031266208738089,0.080372616648674,0.259119659662247,0.005543530452997
stay away ,1,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.655375361442566,0.020893376320601,0.016343245282769,0.290061473846436,0.017326563596726
"run n't walk away hotel wife reservations allegedly 2/4/05 2/5/05 	arrived told hotel overbooked did not room 	calls confirm reservation 	told transferred hotel away parade route mardi gras parc st charles pay nights stay 	hotel unwilling helpful transition 	arrived hotel shower toilet not working 	arrival home logged online account charged nights 	point,8 calls hotel management speak managers 	no calls returned 	contacted best western corporate allegedly looking situation 	oh ended 	tonight logged account charged nights stay 	charged 850 hotel stays hotel spend night 	management completely incompetent unwilling help 	not stay hotel 	 ",1,N,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.448411524295807,0.058304030448198,0.090343356132507,0.364752948284149,0.038188137114048
think convicts live better stay memorable experience ,1,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.393080115318298,0.07678359746933,0.309230387210846,0.218510001897812,0.002395878313109
stay away disappointed general entire place ,1,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.517933487892151,0.026783177629113,0.028917862102389,0.401811599731445,0.024553887546063
not worth price date stay november 16-19 2008my family arrived hotel conference dates listed ,1,P,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.530393958091736,0.079733923077583,0.090790636837483,0.286452889442444,0.012628633528948
worst service ,1,N,AGREEMENT,SUBJECTIVE,92,NONIRONIC,0.701375663280487,0.016379939392209,0.049307856708765,0.226784378290176,0.006152141373605
not worth price ,1,P,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.493580281734467,0.014291115105152,0.12103097140789,0.363028675317764,0.008068948052824
worst ,1,N+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.547959804534912,0.006352766416967,0.023009216412902,0.406966209411621,0.015712060034275
nice grounds pathetic service standards perspective frequent business traveler member highest tier hotel chain frequent stay program.good grounds nicely manicured original frank lloyd wright buildings iconic ,1,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.240858256816864,0.37687623500824,0.078237362205982,0.286315500736237,0.017712652683258
hated place arizona biltmore extremely disappointing ,1,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.347158551216125,0.047405913472176,0.022581640630961,0.565349102020264,0.017504863440991
"horrific overrated hotel 	disappointed hotel second walked property things progressed bad horrible 	check-in excruciatingly slow reception employee pleasant did n't know doing 	say waited 10 minutes room 	showed room map looked really far away 	asked closer said none available said compensate distance given special luxury rooms 	whispered room goes 1,000.00 night ha 	joke turned 	walk outside room did not connect main building 	100 degrees outside no bell hops available help numerous suitcases 	sweating time 15-20 minutes later got room 	room joke tiny poor decor 	no way worth 1k night let 100 	trudged reception desk explained dissatisfaction esp 	distance lo behold room suddenly available 	bit walk manageable 	nightmare started second day discovered late night closet flooded 	clothes shelves hangers soaked 	midnight 	manager said send pick clothes dried 	explained husband did n't clothes left closet 	got laundry items missing 	advised desk manager said follow 30 minutes 	hour later went desk chatting joking employee 	n't begun 	checked hour later said did n't know happened laundry manager morning 	explained manager got 6a.m 	advised not room 9am 	wrote note effect leave laundry manager 	guess awakened 6:00 	furious 	not clothes called just tell missing 	end clothes not recovered no explanation why.on ridiculously overpriced 	not bottle coke 3.50. stick deodorant 8.00 	room service extortionate food deli restaurant restaurant closed duration stay mediocre best 	service bar slow 	staff generally inexperienced.the worst billing 	check-out twice 	delay departure getting settled 	worse group excess unexplained charges credit card dozen reported billed additional amounts recenlty week 5 months stay 	overall worst hotel stays 	not free 	 ",1,N,DISAGREEMENT,SUBJECTIVE,84,IRONIC,0.519677937030792,0.034188695251942,0.15608686208725,0.266152858734131,0.023893639445305
ruined vacation believe said- terrible hotel ,1,N,DISAGREEMENT,SUBJECTIVE,83,NONIRONIC,0.674797236919403,0.020291762426496,0.03461929410696,0.256278157234192,0.014013587497175
watch scorpions- ouch recently stayed arizona biltmore time annual visit pheonix auctions ,1,N,DISAGREEMENT,SUBJECTIVE,83,NONIRONIC,0.638342678546906,0.031529642641544,0.027923125773668,0.278269082307816,0.023935465142131
just awful ,1,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.754248082637787,0.024006210267544,0.018085960298777,0.201917856931686,0.001741829677485
disappointed having seen excellent reviews trip advisor previous couple months booked chancellor nights beginning september ,1,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.392918914556503,0.063462816178799,0.072020500898361,0.452671200037003,0.018926598131657
overpriced tiny dirty room suite smaller normal hotel rooms 300 night staff rude hair gunk shower plus cheap liquor bottles closet ,1,P,DISAGREEMENT,SUBJECTIVE,81,NONIRONIC,0.638546288013458,0.042333289980888,0.043029457330704,0.256720334291458,0.019370613619685
dirty congested checked 10:00 p.m. wait rooms cleaned ,1,N,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.349240958690643,0.086505487561226,0.091934733092785,0.41134324669838,0.060975547879934
disappointed rated 3-star barely 2-star ,1,N,DISAGREEMENT,SUBJECTIVE,84,NONIRONIC,0.274032324552536,0.092076703906059,0.12959697842598,0.425226926803589,0.079067066311836
bad management participant phoenix rock n roll marathon booked hotel using priority club points marathon website listed hotel having race day shuttle hotel guests.i arrived hotel check asked shuttle schedule ,1,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.572035431861877,0.082995384931564,0.161067813634872,0.150442466139793,0.033458903431892
neglected dirty just stayed hotel ,1,N,AGREEMENT,SUBJECTIVE,90,IRONIC,0.774162650108337,0.054018400609493,0.017558762803674,0.143656313419342,0.010603846982122
not worth budget stayed hotel 4 boys week summer ,1,P,AGREEMENT,SUBJECTIVE,92,NONIRONIC,0.393945157527924,0.030895547941327,0.039616897702217,0.526696562767029,0.008845833130181
awful management hotel rude ill mannered ,1,N,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.510823249816895,0.014458280056715,0.035069294273853,0.427917808294296,0.011731366626918
worst hotel stay room small open door bed barely room walk bed ,1,NEU,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.479122340679169,0.040430568158627,0.081711933016777,0.38928747177124,0.009447676129639
not advertised not close advertised not nob hill closer edge seediest areas san francisco.they demand credit card registering paid advance.the rooms stuffy old small.when check inform energy charge safedeposit box charge no safetydeposit boxes rooms.the continental breakfast laugh sincerely reccomend staying elsewhere.we stay ,1,P,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.451818406581879,0.061003141105175,0.10847070813179,0.299522638320923,0.079185135662556
"n't stay nob hill hotel cleanliness professionalism matters wife chose celebrate 15th wedding anniversary visiting san francisco february 20 23 2004. impressed visited nob hill hotel__Ç_é_ internet web-site initial check-in saw room fact asked sign statement acknowledging accountable specified charge cut short planned stay 24 hours notice precursor come.the morning ants bath room 	returned room late second night stay ants bath room 	advised situation young lady apologetic advised try room similar spent nights 	advised not happen 3:00 leave note relief advise situation plan switch comparable room 	facilitate switching rooms wife cut short planned itinerary day required not sights wanted visit 	return hotel change shift came change attitude 	new clerk did not cooperative spirit young lady spoke earlier advised left message house keeping rectify problem 	explained not consistent earlier agreement advised wanted different room smaller room 	advised given complimentary check-in 	explained agreement lady earlier shift advised young lady wrong make agreement 	point wife came lobby room advise maid shown raid care ants 	don__Ç_é_ know wife spending considerable money romantic weekend don__Ç_é_ want smell noxious odor 	point tried explain lady desk choices offered not acceptable confrontational dismissive 	basically stopped listening concerns 	strange city 3,000 miles home sunday afternoon tickets blanket babylon__Ç hours later forced make choices 1. run original room tolerate ants 	not acceptable choice not spending 70 night share ants 	no desire bring little visitors home us.2 	let maid spray room forced tolerate noxious odor 	not tenable choice odor bound headache 	not spending 70 privilege getting sick.3 	leave hotel try accommodations evening 	couldn__Ç_é_ action signed aforementioned acknowledgement charged cut stay short 	addition stranger san francisco not sure settled time make purchased tickets 	4. accept smaller room hope management hotel placed importance customer service lady desk demonstrated.as think none choices viewed particularly desirable 	went options thought painful options presented 	went new room disappointed 	room extremely small 	barely room room wife walk past 	85 room__Ç_é_ area taken bed far spacious 	addition room hot couldn__Ç_é_ control n room regulate heat 	evening ants room.this incident chilling effect day visit san francisco 	not did incident two-three hours middle day stress having deal situation not mention rudeness staff cast pallor did 	supposed fun romantic weekend proved incident focal point day.the morning went checkout dealt pleasant young lady 	demonstrated professionalism empathy exhibited day earlier 	worthwhile point wife advised travel agent secure bigger room double making arrangements knew spending room lowest price quoted 	second lady__Ç_é_ statement received room upgrade check-in appears erroneous 	belief substantiated conversation lady advised rate run house people paying paid usually provided queen-size room.in response concerns voiced lady contacted somebody management structure conveyed gist matter individual phone 	got explanation individual end line ask brought food room 	answer no room refrigerator 	wouldn__Ç_é_ reasonable expect acceptable food room reasonable expect somebody prior food room 	mary finished conversation advised authorized 10 	somebody management think adequate compensation inconvenience rudeness stress force deal earlier insulting caused feel organization views customer service afterthought priority 	belief substantiated visa card representative conveyed results conversation occurred member hotel__Ç_é_ staff concerning dissatisfaction 	according visa representative individual spoke advised nob hill hotel star hotel wouldn__Ç_é_ problems like i__Ç_ée described 	situation little annoyed highlights significant deficiencies organization__Ç_é_ customer service practices 	afternoon wife feel punished raising issue resolved easily organization responded embarrassment arrogance displayed day subsequently members hotel__Ç_é_ staff 	travel agent wrote letters hotel__Ç_é_ manager regarding dissatifaction received no response substantiates belief organization does not place emphasis customer service 	view preceiding strongly recommend staying away hotel 	 ",1,P,DISAGREEMENT,SUBJECTIVE,71,IRONIC,0.387084782123566,0.142949149012566,0.069253630936146,0.249179005622864,0.15153343975544
horrible experience wife arrival noticed manager arguing woman staying hotel told sign desk no apologies incident ,1,N,DISAGREEMENT,SUBJECTIVE,81,NONIRONIC,0.376284778118134,0.045536331832409,0.099409267306328,0.425158858299255,0.053610846400261
beware scam according clerk couple room near complained tobacco smoke refund 1 night lodging ,1,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.888545274734497,0.012546586804092,0.011131816543639,0.085577264428139,0.002199110807851
terrible terrible terrible unbelievable ,1,N,AGREEMENT,SUBJECTIVE,92,NONIRONIC,0.64007443189621,0.010605290532112,0.214864522218704,0.129443019628525,0.005012740846723
not stay hotel dump ,1,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.519555449485779,0.022191500291228,0.033059522509575,0.408859729766846,0.016333859413862
worst receptionist met booked room nob hill motor inn turned unavailable arrived ,1,NEU,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.508779942989349,0.119669049978256,0.081680864095688,0.281397789716721,0.008472351357341
skid row tenement nicer unfortunately booked hotel thruough hotels.com reviews n't bad ,1,NEU,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.423179626464844,0.066029354929924,0.094736486673355,0.38855654001236,0.027498003095388
stink stank stunk cockroackes ice machine weird stains carpet room clean maids awful ,1,P+,AGREEMENT,SUBJECTIVE,90,NONIRONIC,0.570692479610443,0.010155784897506,0.212181985378265,0.184056028723717,0.022913683205843
fortune fortune house fortune house condo hotel ,1,NEU,DISAGREEMENT,OBJECTIVE,86,NONIRONIC,0.666849374771118,0.015516426414251,0.038709875196219,0.274583578109741,0.004340698476881
pay short place chosen stay prepared ,1,P,AGREEMENT,SUBJECTIVE,90,NONIRONIC,0.653774619102478,0.038539946079254,0.050356216728687,0.241137057542801,0.01619216054678
not think expected pampered ,1,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.353215932846069,0.148391619324684,0.055700302124024,0.400757610797882,0.041934505105019
not place kids stayed hotel 1 night prior cruise ,1,P,AGREEMENT,SUBJECTIVE,92,NONIRONIC,0.228114888072014,0.01059839874506,0.079316131770611,0.537913799285889,0.144056722521782
terrible customer service second stay resort ,1,N,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.16781921684742,0.007098218426108,0.04884035512805,0.739339947700501,0.036902252584696
dirty dingy visited march 2004 nights having booked on-line service rated property stars star scale ,1,N,AGREEMENT,SUBJECTIVE,92,NONIRONIC,0.498785257339478,0.053792174905539,0.028717152774334,0.402976393699646,0.015728998929262
place bad place bad huge cochroch pillow sheet pool water cloudy ,1,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.460364758968353,0.029798541218042,0.03050291724503,0.314420133829117,0.164913699030876
roaches got really good price hotwire 3 star rating not booked ,1,N,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.309594511985779,0.103982798755169,0.161485105752945,0.406128227710724,0.018809353932738
bah service not impressed hotel rooms given supposedly group rate 129.00 courtyard rooms ,1,NEU,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.532156884670258,0.057018548250198,0.093831345438957,0.26650869846344,0.050484519451857
great location horrible hotel ,1,NEU,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.487992405891418,0.084135681390762,0.038097448647022,0.325227588415146,0.064546898007393
not worthy doubletree relatively minute trip new orleans weekend ,1,NEU,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.15300065279007,0.12153971940279,0.042608197778463,0.553237318992615,0.12961408495903
no good times rolling just returned convention new orleans ill-fated stay property ,1,NEU,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.283995449542999,0.195671916007996,0.097250565886498,0.367419958114624,0.055662140250206
disappointing husband stayed doubltree april meeting ,1,N,DISAGREEMENT,SUBJECTIVE,91,NONIRONIC,0.760089039802551,0.018147869035602,0.04146795719862,0.174646481871605,0.005648695863783
gross problems hotel ,1,NEU,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.777677536010742,0.025116678327322,0.030090194195509,0.160060852766037,0.007054804824293
terrible experience chose hotel great reviews posted website ,1,P,DISAGREEMENT,SUBJECTIVE,84,IRONIC,0.160451799631119,0.109193459153175,0.257105976343155,0.457092463970184,0.016156286001206
not expected husband ended mix reservations marriott argh ,1,NEU,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.5958651304245,0.011253168806434,0.132043734192848,0.24580192565918,0.015036067925394
worst service experience awful terrible n't want travel agent called hotel directly prices reasonable ,1,NEU,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.491400897502899,0.030333198606968,0.070214077830315,0.386511653661728,0.02154017239809
